char	mandarin	mandarin_initial	mandarin_final	mandarin_tone	cantonese	cantonese_initial	cantonese_final	cantonese_tone
𱅪	diàn	d	ian	4	tim5	t	im	5
𱅫	yù	y	u	4	wat6	w	at	6
𱅬	yàn	y	an	4	jin3	j	in	3
𱅮	xiāo	x	iao	1	haau1	h	aau	1
𱆀	qiān	q	ian	1	haan1	h	aan	1
𱆁	qiān	q	ian	1	haan1	h	aan	1
𱆅	lán	l	an	2	laam4	l	aam	4
𱆆	mán	m	an	2	mun4	m	un	4
𱆌	shāng	sh	ang	1	soeng1	s	oeng	1
𱆙	chāo	ch	ao	1	caau1	c	aau	1
𱆛	chǒu	ch	ou	3	cau4	c	au	4
𱇏	tuō	t	uo	1	tok3	t	ok	3
𱇐	yuán	y	uan	2	jyun4	j	yun	4
𱇒	pí	p	i	2	pei4	p	ei	4
𱇓	hú	h	u	2	wu4	w	u	4
𱇔	nà	n	a	4	naap6	n	aap	6
𱇖	bǎn	b	an	3	baan2	b	aan	2
𱇗	lún	l	un	2	leon4	l	eon	4
𱇘	háng	h	ang	2	hong4	h	ong	4
𱇙	shěn	sh	en	3	sam2	s	am	2
𱇚	mò	m	o	4	mut6	m	ut	6
𱇛	wèi	w	ei	4	mei6	m	ei	6
𱇜	qū	q	u	1	keoi1	k	eoi	1
𱇝	pī	p	i	1	pei1	p	ei	1
𱇞	shàn	sh	an	4	sin5	s	in	5
𱇟	xiá	x	ia	2	haap6	h	aap	6
𱇠	qiú	q	iu	2	cau4	c	au	4
𱇡	xīng	x	ing	1	sing1	s	ing	1
𱇢	gǔn	g	un	3	gwan2	gw	an	2
𱇣	bō	b	o	1	but6	b	ut	6
𱇥	gèng	g	eng	4	gang2	g	ang	2
𱇦	kū	k	u	1	fu1	f	u	1
𱇧	yí	y	i	2	ji4	j	i	4
𱇨	shū	sh	u	1	suk1	s	uk	1
𱇩	jiǎo	j	iao	3	giu2	g	iu	2
𱇪	luò	l	uo	4	lok6	l	ok	6
𱇭	lái	l	ai	2	loi4	l	oi	4
𱇮	máng	m	ang	2	mong4	m	ong	4
𱇯	shāo	sh	ao	1	saau1	s	aau	1
𱇱	tiáo	t	iao	2	jau4	j	au	4
𱇲	fū	f	u	1	fu1	f	u	1
𱇳	suō	s	uo	1	so1	s	o	1
𱇵	jì	j	i	4	zik1	z	ik	1
𱇶	lù	l	u	4	luk6	l	uk	6
𱇷	cuò	c	uo	4	cok3	c	ok	3
𱇸	yìng	y	ing	4	jing6	j	ing	6
𱇺	jì	j	i	4	gwai3	gw	ai	3
𱇻	xiàn	x	ian	4	haam6	h	aam	6
𱇼	jiù	j	iu	4	gau6	g	au	6
𱇽	jú	j	u	2	guk1	g	uk	1
𱇾	zōng	z	ong	1	zung1	z	ung	1
𱇿	sù	s	u	4	suk1	s	uk	1
𱈁	shān	sh	an	1	saan1	s	aan	1
𱈂	yú	y	u	2	jyu4	j	yu	4
𱈄	hóu	h	ou	2	hau4	h	au	4
𱈅	zōng	z	ong	1	zung1	z	ung	1
𱈇	gèng	g	eng	4	gang2	g	ang	2
𱈉	qián	q	ian	2	kin4	k	in	4
𱈊	liú	l	iu	2	lau4	l	au	4
𱈋	hào	h	ao	4	hou6	h	ou	6
𱈌	xiū	x	iu	1	sau1	s	au	1
𱈍	ruò	r	uo	4	joek6	j	oek	6
𱈏	zhú	zh	u	2	zuk6	z	uk	6
𱈐	zhuān	zh	uan	1	zyun1	z	yun	1
𱈑	huī	h	ui	1	fai1	f	ai	1
𱈒	sī	s	i	1	si1	s	i	1
𱈓	xún	x	un	2	cam4	c	am	4
𱈕	fān	f	an	1	faan1	f	aan	1
𱈗	rú	r	u	2	jyu4	j	yu	4
𱈘	cháng	ch	ang	2	soeng4	s	oeng	4
𱈙	miè	m	ie	4	mit6	m	it	6
𱈚	è		e	4	ngok6	ng	ok	6
𱈜	xiān	x	ian	1	sin1	s	in	1
𱉇	yǐ	y	i	3	jyut6	j	yut	6
𱉈	diāo	d	iao	1	dou1	d	ou	1
𱉊	gān	g	an	1	gon1	g	on	1
𱉌	yí	y	i	2	ji4	j	i	4
𱉍	yù	y	u	4	juk6	j	uk	6
𱉎	fū	f	u	1	fu1	f	u	1
𱉏	tuán	t	uan	2	tyun4	t	yun	4
𱉐	jú	j	u	2	gwik1	gw	ik	1
𱉑	bān	b	an	1	baan1	b	aan	1
𱉓	hù	h	u	4	wu6	w	u	6
𱉔	jué	j	ue	2	kyut3	k	yut	3
𱉕	gē	g	e	1	go1	g	o	1
𱉖	pí	p	i	2	pei4	p	ei	4
𱉗	dàn	d	an	4	daan3	d	aan	3
𱉘	jū	j	u	1	zeoi1	z	eoi	1
𱉙	zhǐ	zh	i	3	zi2	z	i	2
𱉚	dié	d	ie	2	tit3	t	it	3
𱉛	zhì	zh	i	4	zi6	z	i	6
𱉝	bī	b	i	1	gip3	g	ip	3
𱉞	wǔ	w	u	3	mou5	m	ou	5
𱉟	zé	z	e	2	zaak6	z	aak	6
𱉠	jīng	j	ing	1	ging1	g	ing	1
𱉡	biǎn	b	ian	3	bin2	b	in	2
𱉢	yǎo	y	ao	3	jiu2	j	iu	2
𱉥	jiá	j	ia	2	gat1	g	at	1
𱉦	lǎo	l	ao	3	lou5	l	ou	5
𱉨	yā	y	a	1	aa1		aa	1
𱉩	tí	t	i	2	ji4	j	i	4
𱉪	ài		ai	4	ngaai6	ng	aai	6
𱉫	zhū	zh	u	1	zyu1	z	yu	1
𱉬	jiāo	j	iao	1	giu1	g	iu	1
𱉮	luò	l	uo	4	lok6	l	ok	6
𱉯	yáng	y	ang	2	joeng4	j	oeng	4
𱉰	yù	y	u	4	jyu6	j	yu	6
𱉱	kūn	k	un	1	kwan1	kw	an	1
𱉲	móu	m	ou	2	mau4	m	au	4
𱉳	mǎi	m	ai	3	maai5	m	aai	5
𱉴	yáng	y	ang	2	joeng4	j	oeng	4
𱉵	lái	l	ai	2	loi4	l	oi	4
𱉶	hàn	h	an	4	hon2	h	on	2
𱉸	tú	t	u	2	tou4	t	ou	4
𱉹	xī	x	i	1	hei1	h	ei	1
𱉻	tuǒ	t	uo	3	to2	t	o	2
𱉼	jí	j	i	2	zik3	z	ik	3
𱉽	jì	j	i	4	gei6	g	ei	6
𱉾	jùn	j	un	4	zeon3	z	eon	3
𱉿	jùn	j	un	4	zeon3	z	eon	3
𱊀	lù	l	u	4	luk6	l	uk	6
𱊁	qí	q	i	2	kei4	k	ei	4
𱊂	míng	m	ing	2	ming4	m	ing	4
𱊃	lí	l	i	2	lei4	l	ei	4
𱊄	yì	y	i	4	jik6	j	ik	6
𱊅	zhuī	zh	ui	1	zeoi1	z	eoi	1
𱊆	tù	t	u	4	tou3	t	ou	3
𱊇	jú	j	u	2	guk1	g	uk	1
𱊈	yì	y	i	4	jik6	j	ik	6
𱊊	kōng	k	ong	1	hung1	h	ung	1
𱊋	jiān	j	ian	1	gin1	g	in	1
𱊌	jū	j	u	1	geoi1	g	eoi	1
𱊍	duò	d	uo	4	zyut3	z	yut	3
𱊎	zī	z	i	1	zi1	z	i	1
𱊏	fú	f	u	2	fuk1	f	uk	1
𱊐	jiē	j	ie	1	gaai1	g	aai	1
𱊑	chūn	ch	un	1	ceon1	c	eon	1
𱊕	tí	t	i	2	tai4	t	ai	4
𱊖	tú	t	u	2	dat6	d	at	6
𱊗	róu	r	ou	2	jau4	j	au	4
𱊘	chuàn	ch	uan	4	cyun3	c	yun	3
𱊙	zhèn	zh	en	4	zan3	z	an	3
𱊚	tián	t	ian	2	tin4	t	in	4
𱊛	sǔn	s	un	3	zeon2	z	eon	2
𱊝	táng	t	ang	2	tong4	t	ong	4
𱊟	xiá	x	ia	2	hat6	h	at	6
𱊠	tú	t	u	2	tou4	t	ou	4
𱊡	yǎo	y	ao	3	jiu5	j	iu	5
𱊤	yōng	y	ong	1	jung4	j	ung	4
𱊦	yì	y	i	4	ji3	j	i	3
𱊧	jué	j	ue	2	kyut3	k	yut	3
𱊩	tú	t	u	2	tou4	t	ou	4
𱊪	líng	l	ing	2	ling4	l	ing	4
𱊫	yú	y	u	2	jyu4	j	yu	4
𱊭	yù	y	u	4	jyu6	j	yu	6
𱊮	luó	l	uo	2	lo4	l	o	4
𱊯	jī	j	i	1	gik1	g	ik	1
𱊰	yì	y	i	4	ji3	j	i	3
𱊱	dí	d	i	2	dik6	d	ik	6
𱊳	lěi	l	ei	3	leoi5	l	eoi	5
𱊵	yuè	y	ue	4	joek6	j	oek	6
𱋆	shàn	sh	an	4	saan3	s	aan	3
𱋇	hé	h	e	2	hat6	h	at	6
𱋊	mò	m	o	4	mut6	m	ut	6
𱋋	qù	q	u	4	heoi3	h	eoi	3
𱋐	qū	q	u	1	kuk1	k	uk	1
𱋔	bǐng	b	ing	3	bing2	b	ing	2
𱋖	fū	f	u	1	fu1	f	u	1
𱋗	fū	f	u	1	fu1	f	u	1
𱋙	guǒ	g	uo	3	gwo2	gw	o	2
𱋢	chǎo	ch	ao	3	ciu2	c	iu	2
𱋫	kuàng	k	uang	4	kwong3	kw	ong	3
𱋮	méng	m	eng	2	mung4	m	ung	4
𱋱	fén	f	en	2	fan4	f	an	4
𱋶	lú	l	u	2	lou1	l	ou	1
𱋾	cù	c	u	4	cuk1	c	uk	1
𱋿	qù	q	u	4	heoi3	h	eoi	3
𱌁	qú	q	u	2	keoi4	k	eoi	4
𱌃	wā	w	a	1	waa1	w	aa	1
𱌄	zhī	zh	i	1	zi1	z	i	1
𱌆	měng	m	eng	3	man4	m	an	4
𱌇	biē	b	ie	1	bit3	b	it	3
𱌉	bì	b	i	4	bik1	b	ik	1
𱌊	chāng	ch	ang	1	coeng1	c	oeng	1
𱌏	hún	h	un	2	wan4	w	an	4
𱌖	nòng	n	ong	4	nung6	n	ung	6
𱌗	jì	j	i	4	cai4	c	ai	4
𱌘	zī	z	i	1	zi1	z	i	1
𱌙	zī	z	i	1	zi1	z	i	1
𱌫	yǎn	y	an	3	jin6	j	in	6
𱌬	zé	z	e	2	zaak3	z	aak	3
𱌭	zōu	z	ou	1	zau1	z	au	1
𱌮	chū	ch	u	1	ceot1	c	eot	1
𱌯	chī	ch	i	1	ci1	c	i	1
𱌱	xiè	x	ie	4	sit3	s	it	3
𱌲	quán	q	uan	2	kyun4	k	yun	4
𱌳	yǔn	y	un	3	wan5	w	an	5
𱌶	zōu	z	ou	1	cuk1	c	uk	1
𱌹	óu		ou	2	jyu4	j	yu	4
𱌺	diān	d	ian	1	din1	d	in	1
𱌽	yì	y	i	4	jik1	j	ik	1
𱍁	gōng	g	ong	1	gung1	g	ung	1
𱍂	dá	d	a	2	daap6	d	aap	6
𱍇	tóng	t	ong	2	tung4	t	ung	4
𱍈	biē	b	ie	1	bit3	b	it	3
𱠸	yuán	y	uan	2	jyun1	j	yun	1
𲀃	bāng	b	ang	1	bang1	b	ang	1
㐀	qiū	q	iu	1	jau1	j	au	1
㐄	kuà	k	ua	4	kwaa1	kw	aa	1
㐅	wǔ	w	u	3	ng5		ng	5
㐌	yí	y	i	2	ji4	j	i	4
㐡	nuò	n	uo	4	no6	n	o	6
㐨	xù	x	u	4	zeoi6	z	eoi	6
㐫	xiōng	x	iong	1	hung1	h	ung	1
㐬	liú	l	iu	2	lau4	l	au	4
㐭	lǐn	l	in	3	lam5	l	am	5
㐮	xiāng	x	iang	1	soeng1	s	oeng	1
㐯	yōng	y	ong	1	jung4	j	ung	4
㐰	xìn	x	in	4	seon3	s	eon	3
㐱	zhěn	zh	en	3	can2	c	an	2
㐲	dài	d	ai	4	daai6	d	aai	6
㐳	wù	w	u	4	ngat6	ng	at	6
㐴	pān	p	an	1	paan1	p	aan	1
㐵	rú	r	u	2	jyu4	j	yu	4
㐷	mǎ	m	a	3	maa6	m	aa	6
㐸	qiàn	q	ian	4	him3	h	im	3
㐹	yì	y	i	4	hei3	h	ei	3
㐻	nèi	n	ei	4	noi6	n	oi	6
㐼	chèng	ch	eng	4	cing2	c	ing	2
㐽	fēng	f	eng	1	fung1	f	ung	1
㑂	fǎng	f	ang	3	fong2	f	ong	2
㑄	wǔ	w	u	3	mou5	m	ou	5
㑅	zuò	z	uo	4	zok3	z	ok	3
㑇	zhòu	zh	ou	4	zau3	z	au	3
㑈	dòng	d	ong	4	dung1	d	ung	1
㑌	kuāng	k	uang	1	hong1	h	ong	1
㑎	nǎo	n	ao	3	nou5	n	ou	5
㑏	zhù	zh	u	4	cyu5	c	yu	5
㑐	shū	sh	u	1	suk1	s	uk	1
㑔	xǔ	x	u	3	seoi2	s	eoi	2
㑘	jiè	j	ie	4	gaai3	g	aai	3
㑝	lòng	l	ong	4	lung6	l	ung	6
㑧	jì	j	i	4	gwai3	gw	ai	3
㑩	luó	l	uo	2	lo4	l	o	4
㑪	chái	ch	ai	2	caai4	c	aai	4
㑯	xǔ	x	u	3	seoi2	s	eoi	2
㑳	zhòu	zh	ou	4	zau3	z	au	3
㑵	hàn	h	an	4	zat6	z	at	6
㑶	xì	x	i	4	hei3	h	ei	3
㑷	tài	t	ai	4	taai3	t	aai	3
㑹	huì	h	ui	4	wui6	w	ui	6
㑺	jùn	j	un	4	zeon3	z	eon	3
㑼	lüè	l	ue	4	loek6	l	oek	6
㑽	táng	t	ang	2	tong4	t	ong	4
㒅	qǐ	q	i	3	kai2	k	ai	2
㒆	chì	ch	i	4	kap1	k	ap	1
㒇	wǔ	w	u	3	mou5	m	ou	5
㒋	sī	s	i	1	si1	s	i	1
㒌	qióng	q	iong	2	king4	k	ing	4
㒒	pú	p	u	2	buk6	b	uk	6
㒓	tà	t	a	4	taat3	t	aat	3
㒔	shú	sh	u	2	suk6	s	uk	6
㒗	tái	t	ai	2	toi4	t	oi	4
㒙	mián	m	ian	2	min4	m	in	4
㒚	yìn	y	in	4	wan2	w	an	2
㒝	miè	m	ie	4	mit6	m	it	6
㒞	jùn	j	un	4	wai6	w	ai	6
㒟	niǎo	n	iao	3	niu5	n	iu	5
㒠	xiè	x	ie	4	haai6	h	aai	6
㒥	fēng	f	eng	1	fung1	f	ung	1
㒦	lěi	l	ei	3	leoi5	l	eoi	5
㒧	lì	l	i	4	lai6	l	ai	6
㒩	luǒ	l	uo	3	lo2	l	o	2
㒫	jì	j	i	4	gei3	g	ei	3
㒰	quán	q	uan	2	cyun4	c	yun	4
㒲	cái	c	ai	2	coi4	c	oi	4
㒳	liǎng	l	iang	3	loeng5	l	oeng	5
㒴	gǔ	g	u	3	gwat1	gw	at	1
㒷	guǎ	g	ua	3	hing1	h	ing	1
㒸	suì	s	ui	4	seoi6	s	eoi	6
㒻	mào	m	ao	4	mou6	m	ou	6
㒼	mán	m	an	2	mun4	m	un	4
㒽	quān	q	uan	1	hyun1	h	yun	1
㒿	lí	l	i	2	lei4	l	ei	4
㓁	wǎng	w	ang	3	mong5	m	ong	5
㓃	dù	d	u	4	dou3	d	ou	3
㓅	tīng	t	ing	1	ting1	t	ing	1
㓉	huò	h	uo	4	wut6	w	ut	6
㓊	dòng	d	ong	4	dung6	d	ung	6
㓋	gòng	g	ong	4	gung6	g	ung	6
㓌	chēng	ch	eng	1	cang1	c	ang	1
㓏	jiǒng	j	iong	3	gwing2	gw	ing	2
㓐	lù	l	u	4	luk6	l	uk	6
㓔	xiè	x	ie	4	ze6	z	e	6
㓗	jié	j	ie	2	git3	g	it	3
㓘	sù	s	u	4	suk1	s	uk	1
㓚	gōng	g	ong	1	gung1	g	ung	1
㓞	qià	q	ia	4	kit3	k	it	3
㓟	pí	p	i	2	pai1	p	ai	1
㓠	diàn	d	ian	4	dim3	d	im	3
㓡	fǔ	f	u	3	fu2	f	u	2
㓤	qià	q	ia	4	gat1	g	at	1
㓥	tāng	t	ang	1	tong1	t	ong	1
㓦	bāi	b	ai	1	baak3	b	aak	3
㓨	cí	c	i	2	ci3	c	i	3
㓩	xuān	x	uan	1	hyun1	h	yun	1
㓪	lǎng	l	ang	3	long5	l	ong	5
㓭	shé	sh	e	2	hot3	h	ot	3
㓮	diāo	d	iao	1	diu1	d	iu	1
㓯	lí	l	i	2	lei4	l	ei	4
㓰	huà	h	ua	4	waak6	w	aak	6
㓳	dī	d	i	1	dai1	d	ai	1
㓵	è		e	4	ngok6	ng	ok	6
㓶	qiè	q	ie	4	kit3	k	it	3
㓷	yì	y	i	4	ji6	j	i	6
㓸	zhuō	zh	uo	1	zoek3	z	oek	3
㓺	jiān	j	ian	1	kin4	k	in	4
㓼	chì	ch	i	4	cat1	c	at	1
㓽	chóng	ch	ong	2	sung4	s	ung	4
㓾	xī	x	i	1	sai1	s	ai	1
㔀	lüè	l	ue	4	king4	k	ing	4
㔂	lín	l	in	2	leon4	l	eon	4
㔃	jué	j	ue	2	zyut6	z	yut	6
㔄	sù	s	u	4	suk1	s	uk	1
㔅	xiào	x	iao	4	siu3	s	iu	3
㔆	zàn	z	an	4	caam5	c	aam	5
㔉	zhǔ	zh	u	3	zuk1	z	uk	1
㔌	zòu	z	ou	4	zau6	z	au	6
㔎	xiè	x	ie	4	sit3	s	it	3
㔏	lì	l	i	4	lik6	l	ik	6
㔑	chì	ch	i	4	cat1	c	at	1
㔒	xí	x	i	2	kwai4	kw	ai	4
㔓	jiǎn	j	ian	3	gin2	g	in	2
㔜	bá	b	a	2	but6	b	ut	6
㔝	liǎng	l	iang	3	loeng5	l	oeng	5
㔠	xiā	x	ia	1	hat6	h	at	6
㔡	biē	b	ie	1	bit3	b	it	3
㔢	jué	j	ue	2	dyut3	d	yut	3
㔧	lǜ	l	u	4	leoi6	l	eoi	6
㔨	bèi	b	ei	4	bui3	b	ui	3
㔩	è		e	4	aap6		aap	6
㔪	lǔ	l	u	3	lou5	l	ou	5
㔭	chè	ch	e	4	ci4	c	i	4
㔮	nuó	n	uo	2	no4	n	o	4
㔰	héng	h	eng	2	hang4	h	ang	4
㔱	yǔ	y	u	3	jyu4	j	yu	4
㔵	xuǎn	x	uan	3	syun2	s	yun	2
㔶	gòng	g	ong	4	gung3	g	ung	3
㔷	lòu	l	ou	4	lau6	l	au	6
㔹	lè	l	e	4	lak6	l	ak	6
㔼	sǔn	s	un	3	seon2	s	eon	2
㔾	xiān	x	ian	1	cim1	c	im	1
㔿	zòu	z	ou	4	zau3	z	au	3
㕁	què	q	ue	4	koek3	k	oek	3
㕅	jiá	j	ia	2	gaap3	g	aap	3
㕆	hù	h	u	4	wu6	w	u	6
㕉	kè	k	e	4	hap6	h	ap	6
㕊	fū	f	u	1	bou1	b	ou	1
㕋	qín	q	in	2	kam4	k	am	4
㕌	ài		ai	4	ngoi6	ng	oi	6
㕎	kè	k	e	4	hap6	h	ap	6
㕏	chú	ch	u	2	cyu4	c	yu	4
㕐	xiě	x	ie	3	se2	s	e	2
㕑	chú	ch	u	2	cyu4	c	yu	4
㕖	sù	s	u	4	sou3	s	ou	3
㕙	jùn	j	un	4	zeon3	z	eon	3
㕚	zhǎo	zh	ao	3	zaau2	z	aau	2
㕜	shǐ	sh	i	3	si2	s	i	2
㕞	shuā	sh	ua	1	caat3	c	aat	3
㕟	kuì	k	ui	4	wai2	w	ai	2
㕠	shuāng	sh	uang	1	soeng1	s	oeng	1
㕡	hé	h	e	2	kok3	k	ok	3
㕢	gài	g	ai	4	haai6	h	aai	6
㕣	yǎn	y	an	3	jin5	j	in	5
㕥	shēn	sh	en	1	ji5	j	i	5
㕦	huà	h	ua	4	waa6	w	aa	6
㕧	xī	x	i	1	si1	s	i	1
㕨	fàn	f	an	4	faan6	f	aan	6
㕪	dǎn	d	an	3	dam2	d	am	2
㕬	gōng	g	ong	1	zung1	z	ung	1
㕭	āo		ao	1	aau3		aau	3
㕮	fǔ	f	u	3	fu2	f	u	2
㕯	nè	n	e	4	neot6	n	eot	6
㕲	huá	h	ua	2	muk1	m	uk	1
㕵	guó	g	uo	2	gwok3	gw	ok	3
㕶	ň		n	3	ng2		ng	2
㕸	lì	l	i	4	lap1	l	ap	1
㕹	fá	f	a	2	fat6	f	at	6
㕺	xiāo	x	iao	1	hiu1	h	iu	1
㕽	sì	s	i	4	ci5	c	i	5
㖀	lè	l	e	4	leot6	l	eot	6
㖁	lìn	l	in	4	leon6	l	eon	6
㖅	xù	x	u	4	seot1	s	eot	1
㖆	qú	q	u	2	kuk1	k	uk	1
㖇	ér		er	2	ji4	j	i	4
㖊	xún	x	un	2	cam4	c	am	4
㖒	tí	t	i	2	tai4	t	ai	4
㖓	hóng	h	ong	2	hung4	h	ung	4
㖘	zhēn	zh	en	1	seon2	s	eon	2
㖞	wāi	w	ai	1	waa1	w	aa	1
㖟	shòu	sh	ou	4	sau6	s	au	6
㖡	yè	y	e	4	je6	j	e	6
㖢	qí	q	i	2	ci1	c	i	1
㖣	tòu	t	ou	4	tau3	t	au	3
㖤	hán	h	an	2	haam4	h	aam	4
㖥	jùn	j	un	4	leon1	l	eon	1
㖦	dǒng	d	ong	3	dung2	d	ung	2
㖨	lù	l	u	4	luk6	l	uk	6
㖪	huò	h	uo	4	waak6	w	aak	6
㖫	líng	l	ing	2	ling4	l	ing	4
㖭	tiǎn	t	ian	3	tim1	t	im	1
㖮	lún	l	un	2	leon4	l	eon	4
㖵	gé	g	e	2	got3	g	ot	3
㖷	shí	sh	i	2	si3	s	i	3
㖺	chǔn	ch	un	3	ceon2	c	eon	2
㖼	duǒ	d	uo	3	mau4	m	au	4
㖽	zé	z	e	2	zaak3	z	aak	3
㖾	è		e	4	ngok6	ng	ok	6
㖿	xié	x	ie	2	je5	j	e	5
㗁	è		e	4	ngok6	ng	ok	6
㗂	shěng	sh	eng	3	saang2	s	aang	2
㗅	hú	h	u	2	wu4	w	u	4
㗆	gé	g	e	2	gaak3	g	aak	3
㗇	xiá	x	ia	2	haa1	h	aa	1
㗈	màn	m	an	4	maan6	m	aan	6
㗉	lüè	l	ue	4	loek6	l	oek	6
㗊	jí	j	i	2	leoi4	l	eoi	4
㗋	hóu	h	ou	2	hau4	h	au	4
㗏	wāi	w	ai	1	waai1	w	aai	1
㗑	bai	b	ai	5	baai6	b	aai	6
㗒	ài		ai	4	aai1		aai	1
㗓	zhuī	zh	ui	1	zeoi1	z	eoi	1
㗔	qiān	q	ian	1	hin1	h	in	1
㗖	dàn	d	an	4	daam6	d	aam	6
㗘	bó	b	o	2	bok3	b	ok	3
㗚	lì	l	i	4	leot6	l	eot	6
㗛	xiào	x	iao	4	siu3	s	iu	3
㗜	xiù	x	iu	4	cau3	c	au	3
㗥	kuò	k	uo	4	kwok3	kw	ok	3
㗦	láo	l	ao	2	lou4	l	ou	4
㗩	xī	x	i	1	sap1	s	ap	1
㗬	zhā	zh	a	1	zaa1	z	aa	1
㗰	cóng	c	ong	2	cung4	c	ung	4
㗱	jí	j	i	2	zaap6	z	aap	6
㗲	huò	h	uo	4	waak1	w	aak	1
㗳	tǎ	t	a	3	dap1	d	ap	1
㗵	xù	x	u	4	fat1	f	at	1
㗶	pō	p	o	1	put3	p	ut	3
㗷	sǎi	s	ai	3	coi3	c	oi	3
㗻	guō	g	uo	1	go6	g	o	6
㗽	xiǎng	x	iang	3	hoeng2	h	oeng	2
㗾	xuē	x	ue	1	hoe1	h	oe	1
㘀	zuò	z	uo	4	zok3	z	ok	3
㘂	cí	c	i	2	ci4	c	i	4
㘄	lēng	l	eng	1	lang1	l	ang	1
㘅	xián	x	ian	2	haam4	h	aam	4
㘇	róng	r	ong	2	wing4	w	ing	4
㘉	zhì	zh	i	4	zik1	z	ik	1
㘎	hǎn	h	an	3	haam3	h	aam	3
㘑	lì	l	i	4	lai6	l	ai	6
㘓	lán	l	an	2	laan4	l	aan	4
㘔	sǎi	s	ai	3	coi3	c	oi	3
㘗	qū	q	u	1	keoi1	k	eoi	1
㘚	hǎn	h	an	3	haam3	h	aam	3
㘡	xiá	x	ia	2	haap6	h	aap	6
㘢	wěng	w	eng	3	wang2	w	ang	2
㘤	wān	w	an	1	waan1	w	aan	1
㘥	yóu	y	ou	2	jau4	j	au	4
㘦	qín	q	in	2	kan4	k	an	4
㘧	xù	x	u	4	zeoi6	z	eoi	6
㘨	niè	n	ie	4	nip6	n	ip	6
㘩	bì	b	i	4	bei6	b	ei	6
㘪	hào	h	ao	4	hou3	h	ou	3
㘭	ào		ao	4	aau3		aau	3
㘰	zhēn	zh	en	1	zam1	z	am	1
㘱	tān	t	an	1	taan1	t	aan	1
㘲	jú	j	u	2	guk1	g	uk	1
㘴	zuò	z	uo	4	zo6	z	o	6
㘵	bù	b	u	4	bou3	b	ou	3
㘶	jié	j	ie	2	git6	g	it	6
㘸	zàng	z	ang	4	zong3	z	ong	3
㘹	cí	c	i	2	ci4	c	i	4
㘺	fá	f	a	2	fat6	f	at	6
㙀	liù	l	iu	4	lau6	l	au	6
㙄	bì	b	i	4	bai6	b	ai	6
㙅	bǎo	b	ao	3	bou2	b	ou	2
㙇	chù	ch	u	4	cuk1	c	uk	1
㙉	tiǎn	t	ian	3	tin2	t	in	2
㙊	cháng	ch	ang	2	coeng4	c	oeng	4
㙎	wēi	w	ei	1	wai1	w	ai	1
㙏	fù	f	u	4	fuk1	f	uk	1
㙐	duǒ	d	uo	3	do2	d	o	2
㙓	kuí	k	ui	2	kwai4	kw	ai	4
㙕	kuài	k	uai	4	faai3	f	aai	3
㙙	lǒng	l	ong	3	lung5	l	ung	5
㙚	xīng	x	ing	1	sing1	s	ing	1
㙛	bǔ	b	u	3	bou2	b	ou	2
㙝	xié	x	ie	2	hip3	h	ip	3
㙟	lǎng	l	ang	3	long5	l	ong	5
㙡	zōng	z	ong	1	zung1	z	ung	1
㙣	zhàng	zh	ang	4	zoeng3	z	oeng	3
㙤	xià	x	ia	4	laa3	l	aa	3
㙦	xié	x	ie	2	ce4	c	e	4
㙨	jì	j	i	4	gei1	g	ei	1
㙩	liáo	l	iao	2	liu4	l	iu	4
㙬	yín	y	in	2	ngan4	ng	an	4
㙮	dā	d	a	1	daap3	d	aap	3
㙲	yǒng	y	ong	3	jung1	j	ung	1
㙳	kǎn	k	an	3	ham2	h	am	2
㙵	tái	t	ai	2	toi4	t	oi	4
㙶	táng	t	ang	2	tong4	t	ong	4
㙻	chán	ch	an	2	cin4	c	in	4
㙼	lěi	l	ei	3	leoi5	l	eoi	5
㙾	xì	x	i	4	hok6	h	ok	6
㚀	xī	x	i	1	hei1	h	ei	1
㚁	qiào	q	iao	4	kiu3	k	iu	3
㚃	yūn	y	un	1	wan1	w	an	1
㚅	lóng	l	ong	2	lung4	l	ung	4
㚆	fù	f	u	4	fuk6	f	uk	6
㚇	zōng	z	ong	1	zung1	z	ung	1
㚉	gǔ	g	u	3	gu2	g	u	2
㚊	kāi	k	ai	1	hoi1	h	oi	1
㚋	diāo	d	iao	1	diu1	d	iu	1
㚌	huà	h	ua	4	fo2	f	o	2
㚏	gǎo	g	ao	3	gou2	g	ou	2
㚐	tào	t	ao	4	tou3	t	ou	3
㚒	shǎn	sh	an	3	sim2	s	im	2
㚓	lǎi	l	ai	3	loi4	l	oi	4
㚔	niè	n	ie	4	nip6	n	ip	6
㚖	gǎo	g	ao	3	gou2	g	ou	2
㚗	qié	q	ie	2	ce4	c	e	4
㚘	bàn	b	an	4	bun6	b	un	6
㚙	jiā	j	ia	1	gaa1	g	aa	1
㚚	kōng	k	ong	1	kwang1	kw	ang	1
㚛	xì	x	i	4	hai3	h	ai	3
㚜	yù	y	u	4	wik6	w	ik	6
㚞	shěn	sh	en	3	sam2	s	am	2
㚟	chuò	ch	uo	4	coek3	c	oek	3
㚠	xiāo	x	iao	1	hiu1	h	iu	1
㚡	jǐ	j	i	3	gei2	g	ei	2
㚢	nú	n	u	2	nou4	n	ou	4
㚣	xiáo	x	iao	2	gaau2	g	aau	2
㚦	yí	y	i	2	gei1	g	ei	1
㚨	shěn	sh	en	3	san1	s	an	1
